DECADE,@IMG,@TYPE_BG,TEAM LIST,DESCRIPTION,YEAR,TYPE,STATUS,TYPOLOGY_01,REM?,BRANCH KEY,KEY TOTAL,SECONDARY TEAM,SECONDARY COUNT,SECONDARY 01,SECONDARY 02,SECONDARY 03,SECONDARY 04,SECONDARY 05,SECONDARY 06,SECONDARY 07,SECONDARY 08,SECONDARY 09,SECONDARY 10
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\156.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Theatre.png,"[Olga Aleksakova, Kees van Casteren, Rob de Maat, Karen Shanski, Shohei Shigematsu, Bina Bhattacharya, Bart Cardinaal, Laszlo Fecske, Sharon Goren, Philip Koenen, Antti Lassila, Paz Martin, Markus Schaefer, Mark Watanabe, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Almere Block 6,2004,Project,Completed,Theatre,True,Shohei Shigematsu,21,[Markus Schaefer],1,Markus Schaefer,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\161.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Education.png,"[Shohei Shigematsu, Fernando Donis, Rodney Eggleston, Alain Fouraux, Thomas von Girsewald, Filip Rem, Hiromasa Shirai, Michael Smith, Steffi Wedde, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Idea Vertical Campus,2004,Project,Competition,Education,True,Shohei Shigematsu,21,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\165.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Museum / Gallery.png,"[Shohei Shigematsu, Berit Bessell, Clément Blanchet, Catarina Canas, Jin Chong, Joao Bravo da Costa, Marieke Kums, Michelle Liu, Xiaodong Liu, Michael Smith, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",National Museum of China,2004,Project,Competition,Museum / Gallery,True,Shohei Shigematsu,21,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\168.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Exhibition.png,"[Nicolas Firket, Michelle Liu, Kayoko Ota, Shohei Shigematsu, Jorgen Skogomo, Michael Smith, Eriko Watanbe, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Prada Waist Down,2004,Project,Completed,Exhibition,True,Shohei Shigematsu,21,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\173.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Masterplan.png,"[Markus Dettling, Beth Hughes, Floris Alkemade, Filipe Balestra, Thibaut Barrault, Joshua Beck, Clément Blanchet, Christian Brimmer, Annalisa Castorri, Claire Destrebecq, Frank Eittorf, Benedicte Erritzoe, Nicolas Firket, Adam Frampton, Stamatis Giannikis, Andrew Griffin, Joyce Hsiang, Pieter Janssens, Pascal Lestringant, Joana Da Rocha Sá Lima, Anna Little, Mee Michelle Liu, Jason Long, Rob de Maat, Ben Milbourne, Anne Moerman, David Eugin Moon, Matthew Logan Murphy, Charles Peronin, Stefanie Rack, Alexander Reichert, Richard Sharam, Shohei Shigematsu, Jin Song, Leo Stevens, Christin Svensson, Felix Tönis, Laurent Troost, Boris Vapne, Minoru Watanabe, Claudia Wolsfeld, Camia Young, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",White City,2004,Project,Competition,Masterplan,True,Shohei Shigematsu,21,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\174.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Masterplan.png,"[Kees van Casteren, Rob de Maat, Olga Aleksakova, Juliette Bekkering, Bina Bhattacharya, Bart Cardinaal, Markus Dettling, Rob Hilz, Philip Koenen, Karen Shanski, Shohei Shigematsu, Mark Watanabe, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Almere Masterplan,2005,Project,Completed,Masterplan,True,Shohei Shigematsu,21,[Juliette Bekkering],1,Juliette Bekkering,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\177.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Masterplan.png,"[Reinier de Graaf, Shohei Shigematsu, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Baltic Pearl,2005,Project,Competition,Masterplan,True,Shohei Shigematsu,21,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\179.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Research.png,"[Reinier de Graaf, Olga Aleksakova, Filipe Balestra, Berit Bessell, Hans Christian Bock, Anya Bokov, Annalisa Castorri, Benjamin Clarens, Ana Dijk, Fernando Donis, Michal Gdak, Jeremy Godenir, Gustavo Guimarães, Beth Hughes, Julius Kranefuss, Olga Krutjak, Alexey Levchuk, Felix Madrazo, Miho Mazereeuw, Brendan McGetrick, Ben Milbourne, Konstantinos Pantazis, Stefi Rack, Beatriz Ramo, Jenss Ramona, Todd Reisz, Marianna Rentzou, Mendel Robbers, Nanne de Ru, Shohei Shigematsu, Anastacia Smirnova, Michael Smith, Alexander Sverdlov, Laurent Troost, Stephen Wang, Richard Wang, Claudia Wolsfeld, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Hermitage Museum,2005,Project,Completed,Research,True,Shohei Shigematsu,21,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\181.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Retail.png,"[Shohei Shigematsu, Chris van Duijn, Tanner Merkeley, Kengo Skorick, Michael Smith, Suzannah Waldron, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Prada Epicenter London,2005,Project,Commissioned Study,Retail,True,Shohei Shigematsu,21,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\182.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Retail.png,"[Shohei Shigematsu, Joshua Beck, Berit Bessell, João Bravo da Costa, Levent Kerimol, Mee Michelle Liu, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Prada Epicenter Shanghai,2005,Project,Commissioned Study,Retail,True,Shohei Shigematsu,21,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\187.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Mixed use.png,"[Shohei Shigematsu, Margaret Arbanas, Tomek Bartczak, Chun Yue Chiu, Jan Dechow, Duncan Flemington, Adam Frampton, Ludwig Godefroy, Alasdair Graham, Richard Hollington, Jin Hong Jeon, Simon de Jong, Klaas Kresse, Jang Hwan Lee, Javier Muñoz, Jung Hwan Park, Ian Robertson, Martin Schliefer, Torsten Schröder, Jesse Seegers, Noah Shepherd, Kengo Skorick, Christin Svensson, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",111 First Street,2006,Project,Design Development,Mixed use,True,Shohei Shigematsu,21,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\209.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Museum / Gallery.png,"[Ellen van Loon, Stine Avlund, Christina Beaumont, Anders Berensson, Andrea Bertassi, Anders Esko-Nielsen, Mariano Sagasta Garcia, Katharina Gerlach, Carlos García González, Beth Hughes, Johannes Kohnle, Henrike Kortemeyer, Anna Little, Javier Muñoz, Cristina Cassandra Murphy, Mauro Parravicini, Todd Reisz, Maurizio Scarciglia, Shohei Shigematsu, Lorenzo Vianello, Hilbrand Wanders, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Zaragoza Museum of Fine Arts,2006,Project,Competition,Museum / Gallery,True,Shohei Shigematsu,21,[],0,,,,,,,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\069.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Infrastructure.png,"[Tom Bergevoet, Piet Eckert, Wim Eckert, Reinier de Graaf, Wilfried Hackenbroich, Julien Monfort, Jeroen Thomas, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Airport 2000,1995,Project,Competition,Infrastructure,True,Reinier de Graaf,20,[],0,,,,,,,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\085.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Masterplan.png,"[Seong Lok Bae, Reinier de Graaf, Neville Mars, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Schiphol Logistics Park,1996,Project,Commissioned Study,Masterplan,False,Reinier de Graaf,20,[],0,,,,,,,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\092.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Masterplan.png,"[Floris Alkemade, Gary Bates, Reinier de Graaf, Mark McVeigh, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Mercedes Office Village,1997,Project,Commissioned Study,Masterplan,True,Reinier de Graaf,20,[],0,,,,,,,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\099.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Research.png,"[Frans Blok, Bert Karel Deuten, Reinier de Graaf, Jens Hommert, Adam Kurdahl, Anna Little, Matteo Poli, Stijn Rademakers, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Schiphols,1998,Project,Commissioned Study,Research,True,Reinier de Graaf,20,[],0,,,,,,,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\103.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Infrastructure.png,"[Donald van Dansik, Reinier de Graaf, Jens Hommert, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Carrefour,1999,Project,Commissioned Study,Infrastructure,True,Reinier de Graaf,20,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\116.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Office.png,"[Amale Andraos, Fernando Donis, Reinier de Graaf, Ellen van Loon, Joshua Ramus, Saskia Simon, Johan De Wachter, Dan Wood, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Caltrans District 7 HQ,2001,Project,Competition,Office,True,Reinier de Graaf,20,[Amale Andraos],1,Amale Andraos,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\118.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Museum / Gallery.png,"[Meghan Corwin, Toma Damish, Claudia Dische, Fernando Donis, Reinier de Graaf, Beatriz Izquierdo, Alex de Jong, Thorsten Kiefer, Cornelia Locke, Paz Martin, Julien Monfort, David Moore, Shiro Ogata, Roberto Otero, Katayoun Parssanedjah, Matthieu Puyaubreau, Saskia Simon, Johan de Wachter, Fenna Haakma Wagenaar, Sybille Wälty, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Fondation Pinault,2001,Project,Competition,Museum / Gallery,True,Reinier de Graaf,20,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\124.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Masterplan.png,"[Floris Alkemade, Stefan Bendiks, Catarina Canas, Bart Cardinaal, Claudia Dische, Reinier de Graaf, Alex de Jong, Jan Knikker, Carolien Ligtenberg, Matthieu Puyaubreau, Orri Steinarsson, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Prins Clausplein,2001,Project,Commissioned Study,Masterplan,True,Reinier de Graaf,20,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\147.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Residential.png,"[Richard Eelman, Govert Gerritsen, Reinier de Graaf, Jan Kooijman, Rob de Maat, Michel Melenhorst, Fernando Romero, Jeroen Thomas, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Breda Carré Building,2003,Project,Completed,Residential,True,Reinier de Graaf,20,[Fernando Romero],1,Fernando Romero,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\155.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Research.png,"[Reinier de Graaf, Jens Hommert, Markus Schaefer, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Prada Sport,2003,Project,Commissioned Study,Research,False,Reinier de Graaf,20,[Markus Schaefer],1,Markus Schaefer,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\177.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Masterplan.png,"[Reinier de Graaf, Shohei Shigematsu, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Baltic Pearl,2005,Project,Competition,Masterplan,True,Reinier de Graaf,20,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\179.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Research.png,"[Reinier de Graaf, Olga Aleksakova, Filipe Balestra, Berit Bessell, Hans Christian Bock, Anya Bokov, Annalisa Castorri, Benjamin Clarens, Ana Dijk, Fernando Donis, Michal Gdak, Jeremy Godenir, Gustavo Guimarães, Beth Hughes, Julius Kranefuss, Olga Krutjak, Alexey Levchuk, Felix Madrazo, Miho Mazereeuw, Brendan McGetrick, Ben Milbourne, Konstantinos Pantazis, Stefi Rack, Beatriz Ramo, Jenss Ramona, Todd Reisz, Marianna Rentzou, Mendel Robbers, Nanne de Ru, Shohei Shigematsu, Anastacia Smirnova, Michael Smith, Alexander Sverdlov, Laurent Troost, Stephen Wang, Richard Wang, Claudia Wolsfeld, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Hermitage Museum,2005,Project,Completed,Research,True,Reinier de Graaf,20,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\193.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Masterplan.png,"[Reinier de Graaf, Samir Bantal, Tomek Bartczak, Philippe Braun, Martin Gallovsky, Mariano Sagasta Garcia, Kai van Hasselt, Beth Hughes, Pieter Janssens, Ravi Kamisetti, Bin Kim, Daniel Klos, Barend Koolhaas, Miho Mazereeuw, Morai Morita, Nicola Nett, Alain Peauroi, Daliana Suryawinata, Christin Svensson, Beth Hughes, Jin Hong Jeon, Bin Kim, Mirai Morita, Erica Osterlund, Matthew Seidel, Shuo Wang, Jing Zhang, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",City in The Desert,2006,Project,Commissioned Study,Masterplan,True,Reinier de Graaf,20,[],0,,,,,,,,,,
