DECADE,@IMG,@TYPE_BG,TEAM LIST,DESCRIPTION,YEAR,TYPE,STATUS,TYPOLOGY_01,REM?,BRANCH KEY,KEY TOTAL,SECONDARY TEAM,SECONDARY COUNT,SECONDARY 01,SECONDARY 02,SECONDARY 03,SECONDARY 04,SECONDARY 05,SECONDARY 06,SECONDARY 07,SECONDARY 08,SECONDARY 09,SECONDARY 10
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\195.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Mixed use.png,"[Reinier de Graaf, Fernando Donis, Katrin Bernickel, Maria Derevencova, Duncan Flemington, Stephen Form, Adam Frampton, Michal Gdak, Daphna Glaubert, Richard Hollington, Joyce Hsiang, Lina Korber, Joana Da Rocha Sá Lima, Anna Little, Nicola Nett, Marc Paulin, Walter Schabmueller, Ola Strandell, Manuel Villanueva, Yang Yang, Daniel Zarhy, Zhiyang Zhang, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Gazprom Headquarters,2006,Project,Competition,Mixed use,True,Reinier de Graaf,20,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\196.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Masterplan.png,"[Reinier de Graaf, Luca Astorri, Samir Bantal, Tomek Bartczak, Daniele De Benedictis, Jan Dechow, Maria Derevencova, Adam Frampton, Martin Gallovsky, Beth Hughes, Pieter Janssens, Ravi Kamisetti, Bin Kim, Barend Koolhaas, So Jung Lee, Miho Mazereeuw, Mirai Morita, Ian Robertson, DESIGN DEVELOPMENTASSOCIATE, Beth Hughes, Adam Frampton, Joyce Hsiang, Jung Hwan Park, Tudor Vlasceanu, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Jebel Al Jais Mountain Resort,2006,Project,Design Development,Masterplan,True,Reinier de Graaf,20,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\198.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Masterplan.png,"[Reinier de Graaf, Samir Bantal, Anne-Sophie Bernard, Philippe Braun, Fernando Donis, Carlos García González, Gustavo Guimarães, Pieter Janssens, Barend Koolhaas, Miho Mazereeuw, Charles-Antoine Perreault, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Kuwait Al Rai Masterplan,2006,Project,Design Development,Masterplan,True,Reinier de Graaf,20,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\202.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\nan.png,"[Kayoko Ota, Alex Lin, Michael Rock, Felix Madrazo, Christina Murphy, Marieke Kums, Brendan McGetrick, Mee Michelle Liu, Michael Smith, Ademide Adelusi Adeluyi, Reinier de Graaf, Jason Long, Ole Scheeren, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","Post-Occupancy, Domus d'Autore",2006,Publication,Publication,,True,Reinier de Graaf,20,[Ole Scheeren],1,Ole Scheeren,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\203.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Museum / Gallery.png,"[Reinier de Graaf, Beth Hughes, Miho Mazereeuw, Daniele De Benedictis, Anders Berensson, Andrea Bertassi, Gabriela Bojalil, Maria Derevencova, Markus Dettling, Arjan Geelhoed, Soe Hwang, Keigo Kobayashi, Klaas Kresse, Ilze Kruskopa, Mara Liepa-Zemesa, Martin Murrenhoff, Ludvig Netre, Marc Paulin, Todd Reisz, Koen Stockbroekx, Daliana Suryawinata, Alice Wong, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Riga Contemporary Art Museum,2006,Project,Commissioned Study,Museum / Gallery,True,Reinier de Graaf,20,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\204.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Masterplan.png,"[Reinier de Graaf, Samir Bantal, Thibaut Barrault, Marta Bastos, Gabriela Bojalil, Maria Derevencova, Markus Dettling, Marcin Ganczarski, Achim Gergen, Daphna Glaubert, Benny Ho, Joyce Hsiang, Beth Hughes, Simon de Jong, Keigo Kobayashi, Johannes Kohnle, Jang Hwan Lee, Brendan McGetrick, Anne Menke, Martin Murrenhoff, Mathieu De Paepe, Felix Tönis, Olga Vazquez-Ruano, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Riga Port City,2006,Project,Commissioned Study,Masterplan,True,Reinier de Graaf,20,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\208.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Exhibition.png,"[Reinier de Graaf, Kayoko Ota, William Todd Reisz, Hausatu Abdul-Karim, Ademide Adelusi Adeluyi, Jason Atkins, Samir Bantal, Tomek Bartczak, Anne-Sophie Bernard, Andrea Bertassi, Katrin Betschinger, Ezra Block, Fernando Donis, Talia Dorsey, Martin Gallovsky, Lily Jencks, Ravi Kamisetti, Julie Kaufman, Daniel Klos, Jan Knikker, Barend Koolhaas, Sara Martin, Miho Mazereeuw, Cristina Cassandra Murphy, Charles-Antoine Perreault, Daniel Rabin, Marieke Rietbergen, Guillaume Yersin, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Venice Biennale 2006: The Gulf,2006,Project,Completed,Exhibition,True,Reinier de Graaf,20,[],0,,,,,,,,,,
1980s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\013.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Office.png,"[Kees Christiaanse, Xaveer de Geyter, Jaap van Heest, Georges Heintz, Götz Keller, Karin Rühle, Ron Steiner, Alex Wall, Elia Zenghelis, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Morgan Bank,1985,Project,Competition,Office,True,Xaveer de Geyter,20,[Kees Christiaanse],1,Kees Christiaanse,,,,,,,,,
1980s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\017.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Masterplan.png,"[Yves Brunier, Xaveer de Geyter, Mike Guyer, Marty Kohn, Karin Rühle, Art Zaaijer, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Bijlmermeer Redevelopment,1986,Project,Commissioned Study,Masterplan,False,Xaveer de Geyter,20,[Mike Guyer],1,Mike Guyer,,,,,,,,,
1980s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\021.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Masterplan.png,"[Xaveer de Geyter, Willem-Jan Neutelings, Art Zaaijer, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Uithof,1986,Project,Completed,Masterplan,True,Xaveer de Geyter,20,[],0,,,,,,,,,,
1980s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\023.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Education.png,"[Dirk Alten, Christian Delius, Xaveer de Geyter, Christian Rapp, Luc Reuse, Alex Wall, Edith Winkler, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Biozentrum,1987,Project,Competition,Education,True,Xaveer de Geyter,20,"[Christian Rapp, Luc Reuse]",2,Christian Rapp,Luc Reuse,,,,,,,,
1980s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\027.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Masterplan.png,"[Yves Brunier, Xaveer de Geyter, Mike Guyer, Luc Reuse, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Ville Nouvelle Melun Senart,1987,Project,Competition,Masterplan,True,Xaveer de Geyter,20,"[Mike Guyer, Luc Reuse]",2,Mike Guyer,Luc Reuse,,,,,,,,
1980s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\029.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Hotel.png,"[Xaveer de Geyter, Luc Reuse, Ron Steiner, Alex Wall, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Eurodisney,1988,Project,Design Development,Hotel,True,Xaveer de Geyter,20,[Luc Reuse],1,Luc Reuse,,,,,,,,,
1980s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\031.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Residential.png,"[Xaveer de Geyter, Ron Steiner, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Koninginnegracht,1988,Project,Commissioned Study,Residential,True,Xaveer de Geyter,20,[],0,,,,,,,,,,
1980s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\032.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Museum / Gallery.png,"[Kees Christiaanse, Xaveer de Geyter, Cor van der Hout, Gregor Mescherowsky, Alexander Nowotny, Luc Reuse, Jeroen Thomas, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Netherlands Architecture Institute,1988,Project,Competition,Museum / Gallery,True,Xaveer de Geyter,20,"[Kees Christiaanse, Luc Reuse]",2,Kees Christiaanse,Luc Reuse,,,,,,,,
1980s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\037.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Masterplan.png,"[Elizabeth Alford, Xaveer de Geyter, Kyoko Hoshino, Winy Maas, Vince Scarano, Ron Steiner, Yushi Uehara, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Stad aan de Stroom,1989,Project,Commissioned Study,Masterplan,True,Xaveer de Geyter,20,"[Yushi Uehara, Winy Maas]",2,Yushi Uehara,Winy Maas,,,,,,,,
1980s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\039.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Library.png,"[Christophe Cornubert, Xaveer de Geyter, Georges Heintz, Ramon Klein, Heike Lohmann, Ron Steiner, Yushi Uehara, Alex Wall, Art Zaaijer, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Très Grande Bibliothèque,1989,Project,Competition,Library,True,Xaveer de Geyter,20,"[Christophe Cornubert, Yushi Uehara]",2,Christophe Cornubert,Yushi Uehara,,,,,,,,
1980s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\041.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Infrastructure.png,"[Eric van Daele, Xaveer de Geyter, Jaap van Heest, Ramon Klein, Wim Kloosterboer, Maartje Lammers, Luc Reuse, Ron Steiner, Yushi Uehara, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Zeebrugge Sea Terminal,1989,Project,Competition,Infrastructure,True,Xaveer de Geyter,20,"[Yushi Uehara, Luc Reuse]",2,Yushi Uehara,Luc Reuse,,,,,,,,
1980s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\042.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Museum / Gallery.png,"[Christian Basset, Frans Blok, Gro Bonesmo, Eric Carlson, Ruud Cobussen, Christophe Cornubert, Rients Dijkstra, Christine Enzmann, Xaveer de Geyter, Marion Goerdt, Georges Heintz, Kyoko Hoshino, Wim Kloosterboer, Maartje Lammers, Heike Lohmann, Jacob van Rijs, Mark Schendel, Ron Steiner, Jeroen Thomas, Alex Wall, Laura Weeber, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Zentrum fur Kunst und Medientechnologie,1989,Project,Competition,Museum / Gallery,True,Xaveer de Geyter,20,"[Christophe Cornubert, Rients Dijkstra]",2,Christophe Cornubert,Rients Dijkstra,,,,,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\043.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Theatre.png,"[Elizabeth Alford, Xaveer de Geyter, Winy Maas, Ray Maggiore, Vince Scarano, Ron Steiner, Yushi Uehara, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Agadir Convention Centre,1990,Project,Competition,Theatre,True,Xaveer de Geyter,20,"[Yushi Uehara, Winy Maas]",2,Yushi Uehara,Winy Maas,,,,,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\049.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Masterplan.png,"[Udo Garritzmann, Xaveer de Geyter, Douglas Grieco, Shin-ichi Kanefuji, Winy Maas, Farshid Moussavi, Chidi Onwuka, Alejandro Zaera Polo, Sara Whiting, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Mission Grand Axe,1991,Project,Competition,Masterplan,True,Xaveer de Geyter,20,"[Winy Maas, Alejandro Zaera Polo, Farshid Moussavi]",3,Winy Maas,Alejandro Zaera Polo,Farshid Moussavi,,,,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\050.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Residential.png,"[Xaveer de Geyter, Jaap van Heest, Fuminori Hoshino, Leo van Immerzeel, Shin-ichi Kanefuji, Ramon Klein, Maartje Lammers, Marc Peeters, Ron Steiner, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Nexus World Housing,1991,Project,Completed,Residential,True,Xaveer de Geyter,20,[],0,,,,,,,,,,
